timesheet_id,technician_id,job_id,work_date,hours_worked,entry_type,logged_at
TS-000948,TECH-0010,,2023-03-17,2.1,training,2023-03-17 18:30:00
TS-000949,TECH-0013,,2023-12-25,2.02,training,2023-12-25 18:30:00
TS-000950,TECH-0026,,2024-10-17,1.6,travel,2024-10-17 18:30:00
TS-000951,TECH-0013,,2024-11-01,1.22,training,2024-11-01 18:30:00
TS-000952,TECH-0015,,2025-01-16,2.7,training,2025-01-16 18:30:00
TS-000953,TECH-0030,,2023-11-24,2.09,admin,2023-11-24 18:30:00
TS-000954,TECH-0003,,2024-03-13,2.43,admin,2024-03-13 18:30:00
TS-000955,TECH-0003,,2025-06-27,0.69,travel,2025-06-27 18:30:00
TS-000956,TECH-0009,,2023-05-15,1.94,travel,2023-05-15 18:30:00
TS-000957,TECH-0003,,2024-02-14,2.82,training,2024-02-14 18:30:00
TS-000958,TECH-0029,,2023-01-16,2.19,admin,2023-01-16 18:30:00
TS-000959,TECH-0027,,2023-07-14,1.74,admin,2023-07-14 18:30:00
TS-000960,TECH-0025,,2025-02-03,0.81,training,2025-02-03 18:30:00
TS-000961,TECH-0001,,2025-06-03,2.78,travel,2025-06-03 18:30:00
TS-000962,TECH-0027,,2023-01-11,1.56,training,2023-01-11 18:30:00
TS-000963,TECH-0020,,2024-05-09,2.99,travel,2024-05-09 18:30:00
TS-000964,TECH-0025,,2025-01-27,2.02,training,2025-01-27 18:30:00
TS-000965,TECH-0023,,2024-10-04,2.19,travel,2024-10-04 18:30:00
TS-000966,TECH-0028,,2025-01-21,0.94,travel,2025-01-21 18:30:00
TS-000967,TECH-0013,,2023-07-11,1.38,training,2023-07-11 18:30:00
TS-000968,TECH-0002,,2024-08-28,1.45,admin,2024-08-28 18:30:00
TS-000969,TECH-0013,,2023-06-12,2.79,admin,2023-06-12 18:30:00
TS-000970,TECH-0009,,2025-02-12,1.23,travel,2025-02-12 18:30:00
TS-000971,TECH-0017,,2024-02-26,1.03,admin,2024-02-26 18:30:00
TS-000972,TECH-0027,,2025-06-24,1.48,training,2025-06-24 18:30:00
TS-000973,TECH-0011,,2025-01-08,2.84,travel,2025-01-08 18:30:00
TS-000974,TECH-0023,,2024-11-29,1.39,travel,2024-11-29 18:30:00
TS-000975,TECH-0023,,2024-10-22,1.25,admin,2024-10-22 18:30:00
TS-000976,TECH-0004,,2023-01-09,2.73,admin,2023-01-09 18:30:00
TS-000977,TECH-0006,,2024-07-30,0.52,admin,2024-07-30 18:30:00
TS-000978,TECH-0015,,2024-12-05,0.71,travel,2024-12-05 18:30:00
TS-000979,TECH-0019,,2023-08-09,0.81,admin,2023-08-09 18:30:00
TS-000980,TECH-0017,,2023-01-11,2.42,travel,2023-01-11 18:30:00
TS-000981,TECH-0010,,2023-11-21,1.49,admin,2023-11-21 18:30:00
TS-000982,TECH-0011,,2024-06-06,2.73,admin,2024-06-06 18:30:00
TS-000983,TECH-0020,,2024-01-22,2.97,travel,2024-01-22 18:30:00
TS-000984,TECH-0025,,2024-09-20,0.85,travel,2024-09-20 18:30:00
TS-000985,TECH-0027,,2024-09-13,1.4,travel,2024-09-13 18:30:00
TS-000986,TECH-0026,,2023-10-12,0.97,travel,2023-10-12 18:30:00
TS-000987,TECH-0002,,2023-07-11,1.55,admin,2023-07-11 18:30:00
TS-000988,TECH-0012,,2023-02-15,2.17,travel,2023-02-15 18:30:00
TS-000989,TECH-0017,,2024-01-17,1.55,travel,2024-01-17 18:30:00
TS-000990,TECH-0020,,2024-12-11,2.29,training,2024-12-11 18:30:00
TS-000991,TECH-0012,,2024-07-26,2.31,training,2024-07-26 18:30:00
TS-000992,TECH-0027,,2024-07-11,0.77,travel,2024-07-11 18:30:00
TS-000993,TECH-0004,,2023-01-31,0.89,travel,2023-01-31 18:30:00
TS-000994,TECH-0019,,2023-01-19,1.09,training,2023-01-19 18:30:00
TS-000995,TECH-0025,,2024-05-06,2.94,admin,2024-05-06 18:30:00
TS-000996,TECH-0027,,2023-01-12,1.7,admin,2023-01-12 18:30:00
TS-000997,TECH-0011,,2024-11-27,2.4,travel,2024-11-27 18:30:00
TS-000998,TECH-0009,,2025-06-04,2.32,travel,2025-06-04 18:30:00
TS-000999,TECH-0006,,2023-12-25,2.42,admin,2023-12-25 18:30:00
TS-001000,TECH-0010,,2023-12-21,2.55,training,2023-12-21 18:30:00
TS-001001,TECH-0008,,2024-11-11,2.46,training,2024-11-11 18:30:00
TS-001002,TECH-0004,,2024-12-20,0.95,training,2024-12-20 18:30:00
TS-001003,TECH-0021,,2025-06-20,0.87,training,2025-06-20 18:30:00
TS-001004,TECH-0004,,2023-07-10,0.6,admin,2023-07-10 18:30:00
TS-001005,TECH-0008,,2023-07-28,0.54,admin,2023-07-28 18:30:00
TS-001006,TECH-0008,,2023-05-11,1.45,travel,2023-05-11 18:30:00
TS-001007,TECH-0019,,2024-03-14,2.08,training,2024-03-14 18:30:00
TS-001008,TECH-0009,,2023-11-15,1.57,admin,2023-11-15 18:30:00
TS-001009,TECH-0002,,2025-01-01,2.11,admin,2025-01-01 18:30:00
TS-001010,TECH-0011,,2023-06-07,1.41,admin,2023-06-07 18:30:00
TS-001011,TECH-0013,,2024-08-22,1.3,travel,2024-08-22 18:30:00
TS-001012,TECH-0002,,2023-09-19,0.5,travel,2023-09-19 18:30:00
TS-001013,TECH-0025,,2024-04-05,1.21,travel,2024-04-05 18:30:00
TS-001014,TECH-0010,,2025-05-20,1.58,travel,2025-05-20 18:30:00
TS-001015,TECH-0010,,2024-12-05,1.34,admin,2024-12-05 18:30:00
TS-001016,TECH-0004,,2023-05-19,0.53,training,2023-05-19 18:30:00
TS-001017,TECH-0020,,2023-07-06,1.4,admin,2023-07-06 18:30:00
TS-001018,TECH-0029,,2024-06-03,2.45,training,2024-06-03 18:30:00
TS-001019,TECH-0019,,2025-05-16,1.1,admin,2025-05-16 18:30:00
TS-001020,TECH-0010,,2023-10-30,1.46,training,2023-10-30 18:30:00
TS-001021,TECH-0004,,2023-07-06,2.36,training,2023-07-06 18:30:00
TS-001022,TECH-0004,,2023-03-01,2.92,training,2023-03-01 18:30:00
TS-001023,TECH-0024,,2023-10-02,2.26,travel,2023-10-02 18:30:00
TS-001024,TECH-0004,,2023-04-18,2.05,training,2023-04-18 18:30:00
TS-001025,TECH-0011,,2024-11-11,1.83,travel,2024-11-11 18:30:00
TS-001026,TECH-0005,,2023-03-03,0.98,travel,2023-03-03 18:30:00
TS-001027,TECH-0020,,2023-12-28,2.94,training,2023-12-28 18:30:00
TS-001028,TECH-0013,,2024-10-04,2.29,training,2024-10-04 18:30:00
TS-001029,TECH-0015,,2023-04-07,1.55,admin,2023-04-07 18:30:00
TS-001030,TECH-0019,,2023-02-01,2.0,travel,2023-02-01 18:30:00
TS-001031,TECH-0026,,2023-07-05,0.61,admin,2023-07-05 18:30:00
TS-001032,TECH-0021,,2023-03-29,0.98,training,2023-03-29 18:30:00
TS-001033,TECH-0030,,2024-07-24,2.21,admin,2024-07-24 18:30:00
TS-001034,TECH-0019,,2023-04-18,1.59,travel,2023-04-18 18:30:00
TS-001035,TECH-0019,,2024-07-04,2.45,training,2024-07-04 18:30:00
TS-001036,TECH-0014,,2025-05-20,1.02,admin,2025-05-20 18:30:00
TS-001037,TECH-0001,,2023-08-17,1.04,training,2023-08-17 18:30:00
TS-001038,TECH-0026,,2023-01-13,1.64,training,2023-01-13 18:30:00
TS-001039,TECH-0026,,2025-01-22,1.26,admin,2025-01-22 18:30:00
TS-001040,TECH-0009,,2024-02-29,1.17,training,2024-02-29 18:30:00
TS-001041,TECH-0004,,2023-09-04,0.61,travel,2023-09-04 18:30:00
TS-001042,TECH-0009,,2024-02-22,2.1,travel,2024-02-22 18:30:00
TS-001043,TECH-0010,,2023-07-11,2.68,admin,2023-07-11 18:30:00
TS-001044,TECH-0002,,2023-12-22,1.84,travel,2023-12-22 18:30:00
TS-001045,TECH-0001,,2024-05-13,2.01,training,2024-05-13 18:30:00
TS-001046,TECH-0013,,2024-04-10,2.87,travel,2024-04-10 18:30:00
TS-001047,TECH-0020,,2024-01-15,0.83,training,2024-01-15 18:30:00
TS-001048,TECH-0023,,2024-02-27,2.96,admin,2024-02-27 18:30:00
TS-001049,TECH-0024,,2023-01-16,1.05,admin,2023-01-16 18:30:00
TS-001050,TECH-0010,,2023-09-11,2.93,admin,2023-09-11 18:30:00
TS-001051,TECH-0020,,2025-04-16,2.31,travel,2025-04-16 18:30:00
TS-001052,TECH-0026,,2024-07-02,1.14,training,2024-07-02 18:30:00
TS-001053,TECH-0024,,2025-06-27,1.88,training,2025-06-27 18:30:00
TS-001054,TECH-0030,,2024-09-25,1.31,travel,2024-09-25 18:30:00
TS-001055,TECH-0008,,2025-04-14,2.52,training,2025-04-14 18:30:00
TS-001056,TECH-0028,,2024-07-19,1.62,travel,2024-07-19 18:30:00
TS-001057,TECH-0027,,2024-09-13,0.87,admin,2024-09-13 18:30:00
TS-001058,TECH-0017,,2023-05-15,0.95,admin,2023-05-15 18:30:00
TS-001059,TECH-0006,,2023-09-11,1.92,travel,2023-09-11 18:30:00
TS-001060,TECH-0027,,2023-09-15,1.21,training,2023-09-15 18:30:00
TS-001061,TECH-0011,,2023-08-22,2.54,travel,2023-08-22 18:30:00
TS-001062,TECH-0025,,2025-05-21,0.67,travel,2025-05-21 18:30:00
TS-001063,TECH-0003,,2024-09-03,1.64,travel,2024-09-03 18:30:00
TS-001064,TECH-0024,,2024-07-31,2.31,travel,2024-07-31 18:30:00
TS-001065,TECH-0005,,2023-01-18,0.75,training,2023-01-18 18:30:00
TS-001066,TECH-0014,,2023-01-31,2.57,travel,2023-01-31 18:30:00
TS-001067,TECH-0028,,2023-03-03,1.12,travel,2023-03-03 18:30:00
TS-001068,TECH-0003,,2024-01-19,2.85,travel,2024-01-19 18:30:00
TS-001069,TECH-0023,,2023-01-19,2.89,travel,2023-01-19 18:30:00
TS-001070,TECH-0004,,2025-02-17,2.55,training,2025-02-17 18:30:00
TS-001071,TECH-0026,,2023-05-03,0.85,travel,2023-05-03 18:30:00
TS-001072,TECH-0028,,2025-03-18,2.54,admin,2025-03-18 18:30:00
TS-001073,TECH-0011,,2024-04-19,0.89,admin,2024-04-19 18:30:00
TS-001074,TECH-0002,,2025-02-18,1.17,training,2025-02-18 18:30:00
TS-001075,TECH-0020,,2023-06-27,2.56,travel,2023-06-27 18:30:00
TS-001076,TECH-0004,,2025-02-19,0.76,admin,2025-02-19 18:30:00
TS-001077,TECH-0030,,2024-08-19,0.5,travel,2024-08-19 18:30:00
TS-001078,TECH-0009,,2023-02-03,1.57,travel,2023-02-03 18:30:00
TS-001079,TECH-0005,,2024-05-21,1.22,training,2024-05-21 18:30:00
TS-001080,TECH-0025,,2024-07-04,2.71,training,2024-07-04 18:30:00
TS-001081,TECH-0030,,2023-06-12,0.92,admin,2023-06-12 18:30:00
TS-001082,TECH-0004,,2023-11-17,2.89,travel,2023-11-17 18:30:00
TS-001083,TECH-0011,,2024-05-27,2.04,travel,2024-05-27 18:30:00
TS-001084,TECH-0004,,2024-05-31,2.74,travel,2024-05-31 18:30:00
TS-001085,TECH-0023,,2023-08-04,1.57,travel,2023-08-04 18:30:00
TS-001086,TECH-0012,,2025-05-09,2.2,travel,2025-05-09 18:30:00
TS-001087,TECH-0005,,2024-03-07,2.54,training,2024-03-07 18:30:00
TS-001088,TECH-0013,,2023-05-30,2.79,admin,2023-05-30 18:30:00
TS-001089,TECH-0025,,2024-06-12,2.53,admin,2024-06-12 18:30:00
TS-001090,TECH-0026,,2023-04-20,2.65,travel,2023-04-20 18:30:00
TS-001091,TECH-0005,,2023-07-31,0.87,admin,2023-07-31 18:30:00
TS-001092,TECH-0016,,2024-11-15,0.78,travel,2024-11-15 18:30:00
TS-001093,TECH-0015,,2024-02-05,0.73,travel,2024-02-05 18:30:00
TS-001094,TECH-0005,,2023-09-19,1.38,admin,2023-09-19 18:30:00
TS-001095,TECH-0017,,2024-08-30,2.23,admin,2024-08-30 18:30:00
TS-001096,TECH-0015,,2025-05-13,1.33,training,2025-05-13 18:30:00
TS-001097,TECH-0029,,2023-12-19,1.55,admin,2023-12-19 18:30:00
TS-001098,TECH-0017,,2025-02-11,1.73,training,2025-02-11 18:30:00
TS-001099,TECH-0020,,2023-11-27,0.71,admin,2023-11-27 18:30:00
TS-001100,TECH-0026,,2024-08-27,1.94,training,2024-08-27 18:30:00
TS-001101,TECH-0026,,2023-11-10,0.72,training,2023-11-10 18:30:00
TS-001102,TECH-0013,,2023-01-04,2.98,travel,2023-01-04 18:30:00
TS-001103,TECH-0001,,2024-06-04,1.68,training,2024-06-04 18:30:00
TS-001104,TECH-0005,,2023-06-07,2.78,travel,2023-06-07 18:30:00
TS-001105,TECH-0013,,2023-07-19,1.65,admin,2023-07-19 18:30:00
TS-001106,TECH-0030,,2025-02-28,1.11,admin,2025-02-28 18:30:00
TS-001107,TECH-0030,,2023-11-17,2.37,travel,2023-11-17 18:30:00
